@relation 'Road Accident Data, nominal'
@attribute 'Accident Year'{'Year 2000', 'Year 2001', 'Year 2002', 'Year 2003', 'Year 2004', 'Year 2005'}
@attribute 'Road Class' {Motorway, 'A(M)', A, B, C, Unclassified}
@attribute 'Speed Limit' {20, 30, 40, 50, 60, 70}
@attribute 'Junction Detail' {'Not a junction', Roundabout, 'Mini-roundabout', 'T,Y or staggered road', 'Slip road', Crossroads, 'Multiple juncion', 'Private drive or entrance', Other}
@attribute 'Day/Night?' {Day, Night}
@attribute 'Light Condition' {'lights lit', 'lights unlit', 'no lighting', 'lighting unknown'}
@attribute 'Weather Condition' {Fine, Raining, Snowing, 'Fog or mist', Other, Unknown}
@attribute 'High winds?' {Yes, No, Unknown}
@attribute 'Casualty Class' {'Driver or rider', Passenger, Pedestrian}
@attribute 'Sex of Casualty' {Male, Female}
@attribute 'Age of Casualty' real
@attribute 'Severity of Casualty' {Fatal, Serious}

@data
'Year 2002',A,60,'T,Y or staggered road',Day,'no lighting',Raining,No,'Driver or rider',Male,41.0,Serious
'Year 2002',A,60,'T,Y or staggered road',Day,'no lighting',Raining,No,'Driver or rider',Female,36,Serious
'Year 2002',A,50,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Female,32,Serious
'Year 2002',A,50,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,39,Serious
'Year 2002',A,50,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,19,Fatal
'Year 2002',A,50,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,19,Fatal
'Year 2002',C,60,Crossroads,Day,'no lighting',Fine,No,'Driver or rider',Female,44,Serious
'Year 2002',A,70,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,39,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Male,24,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,40,Serious
'Year 2002',A,30,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Female,36,Serious
'Year 2002',Motorway,70,'Slip road',Day,'no lighting',Fine,No,Passenger,Female,54,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,43,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Other,Unknown,'Driver or rider',Male,21,Serious
'Year 2002',C,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Female,56,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,19,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,8,Serious
'Year 2002',B,60,'Not a junction',Night,'no lighting',Raining,No,Passenger,Female,21,Serious
'Year 2002',A,70,'Not a junction',Night,'no lighting',Raining,No,Passenger,Male,21,Fatal
'Year 2002',A,70,'Not a junction',Night,'no lighting',Raining,No,Passenger,Male,27,Serious
'Year 2002',A,30,'Not a junction',Night,'lights lit',Raining,No,'Driver or rider',Male,29,Serious
'Year 2002',Motorway,70,'Slip road',Day,'no lighting',Raining,No,'Driver or rider',Male,36,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,18,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,61.0,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,73,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,18,Serious
'Year 2002',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Female,50,Serious
'Year 2002',Unclassified,30,'Private drive or entrance',Day,'lights lit',Fine,No,Pedestrian,Male,58,Serious
'Year 2002',C,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,38.0,Fatal
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,31,Fatal
'Year 2002',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,6,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,67,Serious
'Year 2002',C,60,'Not a junction',Night,'no lighting',Raining,No,Pedestrian,Male,19,Serious
'Year 2002',A,60,'Private drive or entrance',Night,'no lighting',Fine,No,'Driver or rider',Male,25,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Female,32,Serious
'Year 2002',A,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,21,Serious
'Year 2002',C,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Female,31,Serious
'Year 2002',C,60,'Not a junction',Day,'no lighting','Fog or mist',No,'Driver or rider',Male,28,Fatal
'Year 2002',C,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,38.0,Serious
'Year 2002',B,60,'T,Y or staggered road',Day,'no lighting',Raining,No,'Driver or rider',Male,17,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,6,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Raining,No,Passenger,Male,17,Serious
'Year 2002',Unclassified,60,Crossroads,Day,'no lighting',Fine,No,'Driver or rider',Female,30,Serious
'Year 2002',B,30,Roundabout,Day,'lighting unknown',Fine,No,'Driver or rider',Male,16,Serious
'Year 2002',C,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Male,24,Serious
'Year 2002',C,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Male,20.0,Serious
'Year 2002',A,30,'Not a junction',Day,'lights lit',Fine,No,Passenger,Female,56,Serious
'Year 2002',Unclassified,30,'Private drive or entrance',Day,'lights lit',Raining,No,'Driver or rider',Male,41.0,Serious
'Year 2002',A,30,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Male,23,Serious
'Year 2002',A,40,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,17,Fatal
'Year 2002',Unclassified,30,Other,Night,'lights unlit',Fine,No,Pedestrian,Female,20.0,Serious
'Year 2002',C,30,'T,Y or staggered road',Day,'no lighting',Fine,No,Pedestrian,Female,79,Fatal
'Year 2002',A,30,Roundabout,Night,'lights lit',Fine,No,Pedestrian,Female,59,Serious
'Year 2002',B,60,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,43,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,29,Serious
'Year 2002',A,30,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,61.0,Serious
'Year 2002',A,40,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,92,Serious
'Year 2002',A,40,Crossroads,Day,'lights lit',Fine,No,Passenger,Female,66,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Female,18,Serious
'Year 2002',B,40,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Male,49,Serious
'Year 2002',C,60,'Not a junction',Day,'lights lit',Fine,No,Passenger,Male,17,Serious
'Year 2002',A,60,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Female,23,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Male,11,Serious
'Year 2002',C,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,21,Serious
'Year 2002',A,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,36,Serious
'Year 2002',A,60,'Private drive or entrance',Day,'no lighting',Fine,No,'Driver or rider',Male,33,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,40,Serious
'Year 2002','A(M)',70,'Slip road',Day,'no lighting',Fine,No,'Driver or rider',Male,66,Serious
'Year 2002','A(M)',70,'Slip road',Day,'no lighting',Fine,No,Passenger,Male,40,Fatal
'Year 2002','A(M)',70,'Slip road',Day,'no lighting',Fine,No,Passenger,Male,68,Fatal
'Year 2002','A(M)',70,'Slip road',Day,'no lighting',Fine,No,'Driver or rider',Male,67,Serious
'Year 2002','A(M)',70,'Slip road',Day,'no lighting',Fine,No,'Driver or rider',Male,45,Serious
'Year 2002',A,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,11,Serious
'Year 2002',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,Pedestrian,Male,27,Fatal
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,17,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,30,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,Pedestrian,Male,52.0,Fatal
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,27,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,22.0,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,44,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,58,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,48,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,67,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lighting unknown',Raining,No,'Driver or rider',Male,54,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lighting unknown',Raining,No,Passenger,Female,23,Serious
'Year 2002',C,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,33,Serious
'Year 2002',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,44,Serious
'Year 2002',A,60,'Private drive or entrance',Night,'no lighting',Fine,No,'Driver or rider',Female,64,Fatal
'Year 2002',Unclassified,30,'Not a junction',Night,'lights lit',Raining,No,Pedestrian,Male,19,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,17,Fatal
'Year 2002',B,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Female,20.0,Fatal
'Year 2002',B,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Female,18,Serious
'Year 2002',A,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,83,Serious
'Year 2002',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2002',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,17,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lights lit',Raining,Yes,'Driver or rider',Male,19,Serious
'Year 2002',Unclassified,30,Crossroads,Night,'lights lit',Fine,No,Passenger,Male,18,Serious
'Year 2002',A,30,'Not a junction',Night,'lights lit',Raining,No,'Driver or rider',Female,32,Serious
'Year 2002',A,30,'Not a junction',Night,'lights lit',Raining,No,'Driver or rider',Female,50,Serious
'Year 2002',A,30,'Not a junction',Night,'lights lit',Raining,No,Passenger,Male,50,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,48,Serious
'Year 2002',B,30,'T,Y or staggered road',Night,'lights lit',Raining,No,Pedestrian,Female,21,Serious
'Year 2002',A,50,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,17,Serious
'Year 2002',A,50,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,84,Serious
'Year 2002',A,70,'Slip road',Day,'no lighting',Fine,No,'Driver or rider',Male,23,Serious
'Year 2002',A,70,'Slip road',Day,'no lighting',Fine,No,Passenger,Male,22.0,Serious
'Year 2002',A,70,'Slip road',Day,'no lighting',Fine,No,Passenger,Male,17,Serious
'Year 2002',A,70,'Slip road',Day,'no lighting',Fine,No,Passenger,Male,18,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,43,Serious
'Year 2002',Unclassified,40,'T,Y or staggered road',Night,'lights lit',Raining,No,'Driver or rider',Male,33,Serious
'Year 2002',B,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,17,Serious
'Year 2002',A,30,'T,Y or staggered road',Night,'lights unlit',Raining,No,Pedestrian,Male,59,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,52.0,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,19,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,4,Serious
'Year 2002',B,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,32,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Female,51,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Male,12,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,28,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,29,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Male,22.0,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,46,Serious
'Year 2002',A,60,'Not a junction',Night,'lighting unknown',Fine,No,Passenger,Female,20.0,Serious
'Year 2002',A,60,'Not a junction',Night,'lighting unknown',Fine,No,Passenger,Female,21,Serious
'Year 2002',A,60,'Not a junction',Night,'lighting unknown',Fine,No,Passenger,Male,16,Serious
'Year 2002',A,40,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,53,Serious
'Year 2002',A,40,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,46,Fatal
'Year 2002',A,40,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,45,Serious
'Year 2002',A,60,'T,Y or staggered road',Night,'no lighting',Fine,No,'Driver or rider',Male,26,Serious
'Year 2002',A,60,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Female,31,Fatal
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Female,23,Serious
'Year 2002',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,18,Serious
'Year 2002',A,60,'T,Y or staggered road',Night,'no lighting',Raining,No,Passenger,Female,56,Serious
'Year 2002',A,30,Crossroads,Day,'no lighting',Raining,No,'Driver or rider',Male,48,Serious
'Year 2002',B,30,'T,Y or staggered road',Night,'lights lit',Raining,No,Passenger,Female,49,Serious
'Year 2002',A,70,'Slip road',Night,'no lighting',Fine,No,Passenger,Female,76,Serious
'Year 2002',B,60,'Not a junction',Night,'lighting unknown',Fine,No,Passenger,Male,12,Serious
'Year 2002',A,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Female,64,Serious
'Year 2002',Unclassified,40,'Not a junction',Night,'lights lit',Other,Unknown,'Driver or rider',Male,35,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,29,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Passenger,Male,42,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lighting unknown',Fine,No,Pedestrian,Female,76,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,79,Fatal
'Year 2002',A,60,Crossroads,Day,'no lighting',Fine,No,'Driver or rider',Male,58,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,40,Serious
'Year 2002',Unclassified,30,Crossroads,Night,'lights lit','Fog or mist',No,Pedestrian,Female,51,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'no lighting',Raining,No,Pedestrian,Female,75,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,23,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,30,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Passenger,Female,85,Serious
'Year 2002',C,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,27,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,75,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,80,Serious
'Year 2002',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Female,21,Serious
'Year 2002',A,30,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,83,Serious
'Year 2002',C,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Female,87,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Female,74,Serious
'Year 2002',A,30,'T,Y or staggered road',Day,'no lighting',Fine,No,Pedestrian,Male,10,Serious
'Year 2002',A,30,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Female,79,Fatal
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,36,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Female,83,Fatal
'Year 2002',Unclassified,60,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,39,Serious
'Year 2002',B,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,49,Serious
'Year 2002',Unclassified,30,Crossroads,Night,'lights lit',Raining,No,'Driver or rider',Male,53,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,76,Serious
'Year 2002',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,77,Serious
'Year 2002',Unclassified,30,Roundabout,Day,'lights lit',Fine,No,Pedestrian,Male,68,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,Yes,'Driver or rider',Male,21,Serious
'Year 2002',A,70,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,26,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,8,Serious
'Year 2002',B,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Female,19,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Snowing,No,'Driver or rider',Male,39,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Snowing,No,Passenger,Male,42,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Snowing,No,Passenger,Male,40,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Snowing,No,'Driver or rider',Male,37.0,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Snowing,No,Passenger,Male,24,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,Yes,'Driver or rider',Male,32,Serious
'Year 2002',A,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,74,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lights lit',Other,Unknown,'Driver or rider',Male,30,Serious
'Year 2002',A,60,'Not a junction',Night,'lights lit',Raining,No,'Driver or rider',Male,40,Serious
'Year 2002',A,60,'Not a junction',Night,'lights lit',Raining,No,Passenger,Male,54,Serious
'Year 2002',A,60,'Not a junction',Night,'lights lit',Raining,No,Passenger,Male,54,Serious
'Year 2002',A,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,32,Serious
'Year 2002',C,30,Crossroads,Day,'lights lit',Raining,No,'Driver or rider',Male,26,Fatal
'Year 2002',C,30,Crossroads,Night,'lights lit',Fine,No,Pedestrian,Female,40,Serious
'Year 2002',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,61.0,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,23,Serious
'Year 2002',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,28,Serious
'Year 2002',Unclassified,60,'Not a junction',Day,'no lighting',Fine,Yes,'Driver or rider',Female,28,Serious
'Year 2002',A,40,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,9.0,Serious
'Year 2002',A,40,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,11,Serious
'Year 2002',A,40,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,11,Serious
'Year 2002',A,40,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,27,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,38.0,Serious
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,49,Serious
'Year 2002',A,70,'Slip road',Night,'no lighting',Raining,No,'Driver or rider',Male,88,Serious
'Year 2002',A,30,'Not a junction',Day,'lights lit',Fine,Yes,Pedestrian,Female,87,Fatal
'Year 2002',A,30,'T,Y or staggered road',Day,'lights lit',Raining,No,Pedestrian,Female,42,Fatal
'Year 2002',Unclassified,70,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,26,Serious
'Year 2002',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,29,Serious
'Year 2002',A,40,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,21,Serious
'Year 2002',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,14,Fatal
'Year 2002',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,31,Serious
'Year 2002',A,30,'Not a junction',Day,'lights lit',Fine,No,Passenger,Female,85,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Female,16,Serious
'Year 2002',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Passenger,Male,32,Serious
